🕘️更新时间,#genre#
CCTV1,http://111.56.90.63/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225920/1.m3u8?fmt=ts2hls
CCTV1,http://111.56.90.67/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225920/1.m3u8?fmt=ts2hls
CCTV1,http://111.56.90.66/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225920/1.m3u8?fmt=ts2hls
CCTV1,http://111.56.90.62/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225920/1.m3u8?fmt=ts2hls
CCTV1,http://111.56.90.93/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225920/1.m3u8?fmt=ts2hls
CCTV1,http://111.56.90.91/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225920/1.m3u8?fmt=ts2hls
CCTV1,http://111.56.90.92/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225920/1.m3u8?fmt=ts2hls
CCTV1,http://111.56.90.90/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225920/1.m3u8?fmt=ts2hls
CCTV1,http://156.238.248.80:8880/play/265.m3u8
CCTV1,http://156.238.248.80:8880/play/307.m3u8
CCTV1,http://156.238.248.80:8880/play/1385.m3u8
CCTV1,http://36.110.54.118:866/hls/1/index.m3u8
CCTV1,http://121.57.88.206:898/hls/1/index.m3u8
CCTV1,http://112.92.129.96:9898/hls/18/index.m3u8
CCTV1,凤凰中文，http://rihou.cc:555/tv/[Pd]凤凰中文
CCTV1,凤凰资讯，http://rihou.cc:555/tv/[Pd]凤凰资讯
CCTV1,凤凰香港，http://rihou.cc:555/tv/[Pd]凤凰香港
CCTV1,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8
CCTV1,http://iptv.huuc.edu.cn/hls/cctv1hd.m3u8
CCTV1,http://114.222.8.88:8001/rtp/239.49.8.129:6000
CCTV1,http://114.222.8.88:8001/rtp/239.49.1.1:6000
CCTV1,http://123.54.206.105:8000/rtp/239.16.20.1:10010
CCTV1,http://123.54.206.105:8000/rtp/239.16.10.1:2000
CCTV1,http://123.54.206.105:8000/rtp/239.16.10.36:2000
CCTV1,http://117.86.82.202:8000/rtp/239.49.8.129:6000
CCTV1,http://117.86.82.202:8000/rtp/239.49.1.1:6000
CCTV1,http://121.29.169.36:2083/rtp/239.253.92.83:8012
CCTV1,http://111.162.164.240:8086/rtp/225.1.1.120:5002
CCTV1,http://60.172.146.13:7000/rtp/238.1.78.166:7200
CCTV1,http://111.165.3.35:4022/rtp/225.1.1.120:5002
CCTV5,http://182.207.218.34:999/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://175.10.171.197:10999/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://221.13.235.233:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://221.13.235.44:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://119.125.134.171:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://120.70.60.179:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://113.15.109.216:59901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://183.223.157.33:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://156.238.248.80:8880/play/5.m3u8
CCTV5,http://aliyun-qhbu-live.bestvcdn.com.cn/live/program/live/cctv58m/8000000/mnf.m3u8
CCTV5,http://156.238.248.80:8880/play/269.m3u8
CCTV5,http://156.238.248.80:8880/play/311.m3u8
CCTV5,http://156.238.248.80:8880/play/1389.m3u8
CCTV5,http://36.110.54.118:866/hls/5/index.m3u8
CCTV5,http://121.57.88.206:898/hls/5/index.m3u8
CCTV5,http://112.92.129.96:9898/hls/22/index.m3u8
CCTV5,凤凰中文，http://rihou.cc:555/tv/[Pd]凤凰中文
CCTV5,凤凰资讯，http://rihou.cc:555/tv/[Pd]凤凰资讯
CCTV5,凤凰香港，http://rihou.cc:555/tv/[Pd]凤凰香港
CCTV5,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8
CCTV5,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226469/1.m3u8?
CCTV5,http://1.24.39.180:9003/hls/5/index.m3u8
CCTV5,http://202.168.187.208:9089/tsfile/live/0005_1.m3u8
CCTV5,http://iptv.huuc.edu.cn/hls/cctv5hd.m3u8
CCTV5,http://116.9.204.242:9901/tsfile/live/0005_1.m3u8
CCTV5,http://111.9.163.109:9901/tsfile/live/0005_1.m3u8
CCTV5,http://114.222.8.88:8001/rtp/239.49.9.32:6000
CCTV5,http://114.222.8.88:8001/rtp/239.49.1.5:6000
CCTV5,http://123.54.206.105:8000/rtp/239.16.20.53:10530
CCTV5,http://123.54.206.105:8000/rtp/239.16.10.132:2000
CCTV5,http://117.86.82.202:8000/rtp/239.49.9.32:6000
CCTV5,http://117.86.82.202:8000/rtp/239.49.1.5:6000
CCTV5,http://121.29.169.36:2083/rtp/239.253.92.181:6046
CCTV5,http://111.162.164.240:8086/rtp/225.1.1.160:5002
CCTV5,http://60.172.146.13:7000/rtp/238.1.78.171:7240
CCTV5,http://111.165.3.35:4022/rtp/225.1.1.160:5002
CCTV5,http://171.83.2.139:1234/rtp/239.69.1.123:10376
CCTV5,http://218.13.167.110:9999/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://171.117.226.241:9003/hls/5/index.m3u8
CCTV5,http://39.65.40.122:4001/rtp/239.253.254.192:8000
CCTV5,http://27.223.171.195:4000/rtp/239.253.254.192:8000
CCTV5,http://27.12.234.211:8003/rtp/225.0.4.143:7980
CCTV5,http://27.12.234.211:8003/rtp/225.0.4.139:7980
CCTV5,http://113.66.41.200:10000/rtp/239.77.0.170:5146
CCTV5,http://113.66.41.200:10000/rtp/239.77.1.8:5146
CCTV5,http://113.66.41.200:10000/rtp/239.77.0.34:5146
CCTV5,http://180.112.88.237:8800/rtp/239.49.9.32:6000
CCTV5,http://180.112.88.237:8800/rtp/239.49.1.5:6000
CCTV5,http://180.110.84.156:8888/rtp/239.49.9.32:6000
CCTV5,http://180.110.84.156:8888/rtp/239.49.1.5:6000
CCTV5,http://171.8.84.159:8811/rtp/239.16.20.53:10530
CCTV5,http://171.8.84.159:8811/rtp/239.16.10.132:2000
CCTV5,http://171.8.86.180:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://171.120.251.9:9003/hls/5/index.m3u8
CCTV5,http://218.1.208.13:7777/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://125.107.84.56:85/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://122.237.48.44:85/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://1.193.22.30:85/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://110.16.116.68:4000/rtp/239.125.2.54:4120
CCTV5,http://27.12.234.39:8001/rtp/225.0.4.143:7980
CCTV5+,http://113.15.109.216:59901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://182.207.218.34:999/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://111.8.242.124:9999/tsfile/live/1052_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://111.8.242.102:9999/tsfile/live/1052_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://183.223.157.33:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://111.8.242.103:9999/tsfile/live/1052_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://156.238.248.80:8880/play/6.m3u8
CCTV5+,http://aliyun-qhbu-live.bestvcdn.com.cn/live/program/live/cctv5phd8m/8000000/mnf.m3u8
CCTV5+,http://156.238.248.80:8880/play/270.m3u8
CCTV5+,http://156.238.248.80:8880/play/312.m3u8
CCTV5+,http://121.57.88.206:898/hls/18/index.m3u8
CCTV5+,http://112.92.129.96:9898/hls/23/index.m3u8
CCTV5+,凤凰中文，http://rihou.cc:555/tv/[Pd]凤凰中文
CCTV5+,凤凰资讯，http://rihou.cc:555/tv/[Pd]凤凰资讯
CCTV5+,凤凰香港，http://rihou.cc:555/tv/[Pd]凤凰香港
CCTV5+,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8
CCTV5+,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226894/1.m3u8?
CCTV5+,http://114.222.8.88:8001/rtp/239.49.8.137:6000
CCTV5+,http://123.54.206.105:8000/rtp/239.16.20.5:10050
CCTV5+,http://123.54.206.105:8000/rtp/239.16.10.3:2000
CCTV5+,http://117.86.82.202:8000/rtp/239.49.8.137:6000
CCTV5+,http://121.29.169.36:2083/rtp/239.253.92.82:8013
CCTV5+,http://111.162.164.240:8086/rtp/225.1.1.121:5002
CCTV5+,http://60.172.146.13:7000/rtp/238.1.78.237:7768
CCTV5+,http://111.165.3.35:4022/rtp/225.1.1.121:5002
CCTV5+,http://171.83.2.139:1234/rtp/239.254.96.234:9484
CCTV5+,http://171.83.2.139:1234/rtp/239.254.96.99:8568
CCTV5+,http://171.117.226.241:9003/hls/6/index.m3u8
CCTV5+,http://39.65.40.122:4001/rtp/239.253.254.80:8000
CCTV5+,http://27.223.171.195:4000/rtp/239.253.254.80:8000
CCTV5+,http://27.12.234.211:8003/rtp/225.0.4.73:7980
CCTV5+,http://113.66.41.200:10000/rtp/239.77.0.87:5146
CCTV5+,http://113.66.41.200:10000/rtp/239.77.1.31:5146
CCTV5+,http://180.112.88.237:8800/rtp/239.49.8.137:6000
CCTV5+,http://180.110.84.156:8888/rtp/239.49.8.137:6000
CCTV5+,http://171.8.84.159:8811/rtp/239.16.20.5:10050
CCTV5+,http://171.8.84.159:8811/rtp/239.16.10.3:2000
CCTV5+,http://171.120.251.9:9003/hls/6/index.m3u8
CCTV5+,http://218.1.208.13:7777/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://1.193.22.30:85/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://110.16.116.68:4000/rtp/239.125.1.57:5000
CCTV5+,http://27.12.234.39:8001/rtp/225.0.4.73:7980
CCTV5+,http://27.12.234.77:8001/rtp/225.0.4.73:7980
CCTV5+,http://14.109.229.61:8181/rtp/235.254.199.121:7980
CCTV5+,http://171.113.177.141:8686/rtp/239.254.96.234:9484
CCTV5+,http://171.113.177.141:8686/rtp/239.254.96.99:8568
CCTV5+,http://119.135.192.216:10000/rtp/239.77.0.87:5146
CCTV5+,http://119.135.192.216:10000/rtp/239.77.1.31:5146
CCTV5+,http://123.146.83.174:8000/rtp/225.0.4.73:7980
CCTV5+,http://183.164.63.130:5000/rtp/238.1.78.237:7768
CCTV5+,http://14.109.226.24:8000/rtp/235.254.199.121:7980
CCTV5+,http://27.10.95.231:4022/rtp/225.0.4.73:7980
CCTV5+,http://122.231.215.14:4000/rtp/233.50.201.220:5140
CCTV5+,http://14.19.178.40:4022/rtp/239.77.0.87:5146
CCTV5+,http://14.19.178.40:4022/rtp/239.77.1.31:5146
CCTV5+,http://114.249.12.2:4022/rtp/239.3.1.130:8004
CCTV5+,http://49.73.72.212:5555/rtp/239.49.8.137:6000
CCTV5+,http://27.12.235.48:8001/rtp/225.0.4.73:7980
CCTV5+,http://125.43.80.62:8090/rtp/225.1.4.75:1104
CCTV5+,http://183.188.159.75:6000/rtp/226.0.2.168:9256
CCTV6,http://175.10.171.197:10999/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://182.207.218.34:999/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://182.91.124.60:8801/tsfile/live/1042_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV6,http://221.13.232.109:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://221.13.235.147:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://221.13.235.233:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://221.13.235.44:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://183.223.157.33:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://156.238.248.80:8880/play/7.m3u8
CCTV6,http://aliyun-qhbu-live.bestvcdn.com.cn/live/program/live/cctv6hd8m/8000000/mnf.m3u8
CCTV6,http://156.238.248.80:8880/play/271.m3u8
CCTV6,http://156.238.248.80:8880/play/313.m3u8
CCTV6,http://156.238.248.80:8880/play/1390.m3u8
CCTV6,http://36.110.54.118:866/hls/6/index.m3u8
CCTV6,http://121.57.88.206:898/hls/6/index.m3u8
CCTV6,http://112.92.129.96:9898/hls/24/index.m3u8
CCTV6,凤凰中文，http://rihou.cc:555/tv/[Pd]凤凰中文
CCTV6,凤凰资讯，http://rihou.cc:555/tv/[Pd]凤凰资讯
CCTV6,凤凰香港，http://rihou.cc:555/tv/[Pd]凤凰香港
CCTV6,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8
CCTV6,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226468/1.m3u8?
CCTV6,http://1.24.39.180:9003/hls/6/index.m3u8
CCTV6,http://iptv.huuc.edu.cn/hls/cctv6hd.m3u8
CCTV6,http://101.19.84.8:9901/tsfile/live/0006_1.m3u8
CCTV6,http://111.9.163.109:9901/tsfile/live/0006_1.m3u8
CCTV6,http://114.222.8.88:8001/rtp/239.49.9.33:6000
CCTV6,http://114.222.8.88:8001/rtp/239.49.1.6:6000
CCTV6,http://123.54.206.105:8000/rtp/239.16.20.6:10060
CCTV6,http://123.54.206.105:8000/rtp/239.16.10.101:2000
CCTV6,http://117.86.82.202:8000/rtp/239.49.9.33:6000
CCTV6,http://117.86.82.202:8000/rtp/239.49.1.6:6000
CCTV6,http://121.29.169.36:2083/rtp/239.253.92.193:6058
CCTV6,http://111.162.164.240:8086/rtp/225.1.1.195:5002
CCTV6,http://60.172.146.13:7000/rtp/238.1.78.172:7248
CCTV6,http://111.165.3.35:4022/rtp/225.1.1.195:5002
CCTV6,http://171.83.2.139:1234/rtp/239.69.1.124:10382
CCTV6,http://218.13.167.110:9999/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://171.117.226.241:9003/hls/7/index.m3u8
CCTV6,http://39.65.40.122:4001/rtp/239.253.254.193:8000
CCTV6,http://27.223.171.195:4000/rtp/239.253.254.193:8000
CCTV6,http://27.12.234.211:8003/rtp/225.0.4.144:7980
CCTV6,http://27.12.234.211:8003/rtp/225.0.4.140:7980
CCTV6,http://113.66.41.200:10000/rtp/239.77.0.35:5146
CCTV6,http://113.66.41.200:10000/rtp/239.77.0.171:5146
CCTV6,http://113.66.41.200:10000/rtp/239.77.1.9:5146
CCTV6,http://180.112.88.237:8800/rtp/239.49.9.33:6000
CCTV6,http://180.112.88.237:8800/rtp/239.49.1.6:6000
CCTV6,http://180.110.84.156:8888/rtp/239.49.9.33:6000
CCTV6,http://180.110.84.156:8888/rtp/239.49.1.6:6000
CCTV6,http://171.8.84.159:8811/rtp/239.16.20.6:10060
CCTV6,http://171.8.84.159:8811/rtp/239.16.10.101:2000
CCTV6,http://171.8.86.180:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://218.1.208.13:7777/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://125.107.84.56:85/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://122.237.48.44:85/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://1.193.22.30:85/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://110.16.116.68:4000/rtp/239.125.2.56:4120
CCTV6,http://27.12.234.39:8001/rtp/225.0.4.144:7980
CCTV6,http://27.12.234.39:8001/rtp/225.0.4.140:7980
CCTV6,http://27.12.234.77:8001/rtp/225.0.4.144:7980
CCTV7,http://221.13.235.147:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://221.13.235.233:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://221.13.232.109:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://119.125.134.171:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://120.70.60.179:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://182.207.218.34:999/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://156.238.248.80:8880/play/8.m3u8
CCTV7,http://aliyun-qhbu-live.bestvcdn.com.cn/live/program/live/cctv7hd8m/8000000/mnf.m3u8
CCTV7,http://156.238.248.80:8880/play/272.m3u8
CCTV7,http://156.238.248.80:8880/play/314.m3u8
CCTV7,http://156.238.248.80:8880/play/1391.m3u8
CCTV7,http://36.110.54.118:866/hls/7/index.m3u8
CCTV7,http://121.57.88.206:898/hls/7/index.m3u8
CCTV7,http://112.92.129.96:9898/hls/25/index.m3u8
CCTV7,凤凰中文，http://rihou.cc:555/tv/[Pd]凤凰中文
CCTV7,凤凰资讯，http://rihou.cc:555/tv/[Pd]凤凰资讯
CCTV7,凤凰香港，http://rihou.cc:555/tv/[Pd]凤凰香港
CCTV7,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8
CCTV7,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226946/1.m3u8?
CCTV7,http://8.138.7.223/tv/cctv7.m3u8
CCTV7,http://101.19.84.8:9901/tsfile/live/0007_1.m3u8
CCTV7,http://iptv.huuc.edu.cn/hls/cctv7hd.m3u8
CCTV7,http://114.222.8.88:8001/rtp/239.49.8.132:6000
CCTV7,http://114.222.8.88:8001/rtp/239.49.1.254:6000
CCTV7,http://123.54.206.105:8000/rtp/239.16.20.51:10510
CCTV7,http://123.54.206.105:8000/rtp/239.16.10.130:2000
CCTV7,http://117.86.82.202:8000/rtp/239.49.8.132:6000
CCTV7,http://117.86.82.202:8000/rtp/239.49.1.254:6000
CCTV7,http://121.29.169.36:2083/rtp/239.253.92.194:6059
CCTV7,http://111.162.164.240:8086/rtp/225.1.1.138:5002
CCTV7,http://60.172.146.13:7000/rtp/238.1.78.239:7784
CCTV7,http://111.165.3.35:4022/rtp/225.1.1.138:5002
CCTV7,http://171.83.2.139:1234/rtp/239.69.1.103:10256
CCTV7,http://171.83.2.139:1234/rtp/239.254.96.156:9130
CCTV7,http://218.13.167.110:9999/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://171.117.226.241:9003/hls/8/index.m3u8
CCTV7,http://39.65.40.122:4001/rtp/239.253.254.233:8000
CCTV7,http://27.223.171.195:4000/rtp/239.253.254.233:8000
CCTV7,http://27.12.234.211:8003/rtp/225.0.4.127:7980
CCTV7,http://27.12.234.211:8003/rtp/225.0.4.4:7980
CCTV7,http://113.66.41.200:10000/rtp/239.77.0.36:5146
CCTV7,http://113.66.41.200:10000/rtp/239.77.0.138:5146
CCTV7,http://113.66.41.200:10000/rtp/239.77.1.159:5146
CCTV7,http://180.112.88.237:8800/rtp/239.49.8.132:6000
CCTV7,http://180.112.88.237:8800/rtp/239.49.1.254:6000
CCTV7,http://180.110.84.156:8888/rtp/239.49.8.132:6000
CCTV7,http://180.110.84.156:8888/rtp/239.49.1.254:6000
CCTV7,http://171.8.84.159:8811/rtp/239.16.20.51:10510
CCTV7,http://171.8.84.159:8811/rtp/239.16.10.130:2000
CCTV7,http://171.8.86.180:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://171.120.251.9:9003/hls/8/index.m3u8
CCTV7,http://218.1.208.13:7777/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://125.107.84.56:85/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://122.237.48.44:85/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://1.193.22.30:85/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://110.16.116.68:4000/rtp/239.125.2.63:4120
CCTV7,http://110.16.116.68:4000/rtp/239.125.1.131:4130
CCTV7,http://27.12.234.39:8001/rtp/225.0.4.127:7980
CCTV7,http://27.12.234.39:8001/rtp/225.0.4.4:7980
CCTV7,http://27.12.234.77:8001/rtp/225.0.4.127:7980
CCTV13,http://221.13.232.109:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://221.13.235.44:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://119.125.134.171:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://221.13.235.233:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://221.13.235.147:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://183.223.157.33:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://156.238.248.80:8880/play/14.m3u8
CCTV13,http://aliyun-qhbu-live.bestvcdn.com.cn/live/program/live/cctv13xwhd8m/8000000/mnf.m3u8
CCTV13,http://156.238.248.80:8880/play/278.m3u8
CCTV13,http://156.238.248.80:8880/play/320.m3u8
CCTV13,http://156.238.248.80:8880/play/1397.m3u8
CCTV13,http://121.57.88.206:898/hls/13/index.m3u8
CCTV13,http://112.92.129.96:9898/hls/31/index.m3u8
CCTV13,凤凰中文，http://rihou.cc:555/tv/[Pd]凤凰中文
CCTV13,凤凰资讯，http://rihou.cc:555/tv/[Pd]凤凰资讯
CCTV13,凤凰香港，http://rihou.cc:555/tv/[Pd]凤凰香港
CCTV13,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8
CCTV13,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226316/1.m3u8?
CCTV13,http://39.164.160.249:9901/tsfile/live/0013_1.m3u8
CCTV13,http://iptv.huuc.edu.cn/hls/cctv13hd.m3u8
CCTV13,http://114.222.8.88:8001/rtp/239.49.9.43:6000
CCTV13,http://114.222.8.88:8001/rtp/239.49.1.13:6000
CCTV13,http://123.54.206.105:8000/rtp/239.16.20.13:10130
CCTV13,http://123.54.206.105:8000/rtp/239.16.10.111:2000
CCTV13,http://117.86.82.202:8000/rtp/239.49.9.43:6000
CCTV13,http://117.86.82.202:8000/rtp/239.49.1.13:6000
CCTV13,http://121.29.169.36:2083/rtp/239.253.92.13:8008
CCTV13,http://111.162.164.240:8086/rtp/225.1.2.193:5002
CCTV13,http://60.172.146.13:7000/rtp/238.1.79.35:4392
CCTV13,http://111.165.3.35:4022/rtp/225.1.2.193:5002
CCTV13,http://171.83.2.139:1234/rtp/239.254.96.161:9040
CCTV13,http://171.83.2.139:1234/rtp/239.254.96.11:8040
CCTV13,http://218.13.167.110:9999/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://171.117.226.241:9003/hls/14/index.m3u8
CCTV13,http://39.65.40.122:4001/rtp/239.253.254.175:8000
CCTV13,http://27.223.171.195:4000/rtp/239.253.254.175:8000
